aggregated	self	category	text
95.77%	0.00%	1	br	There's no <laughter> sales tax either?
95.77%	0.00%	1	ba	Groovy
95.78%	0.00%	1	br	The accuracy?
95.78%	0.00%	1	ba	<Throat_clearing> {F Oh } no
95.78%	0.00%	1	bf	Just then
95.78%	0.00%	1	bh	Isn't that interesting <Laughter>?
95.78%	0.00%	1	b^m	Scandalous?
95.79%	0.00%	1	b^m	{F uh } Tex-Mex {F uh }
95.79%	0.00%	1	ba	That's weird!
95.79%	0.00%	1	ba	-- that's understandable {D exactly }
95.79%	0.00%	1	ba	good job
95.79%	0.00%	1	b	{F Oh }   {F Um }
95.80%	0.00%	1	bf	{C So } you really do enjoy your exercise then since your -
95.80%	0.00%	1	b	Uh-huh  {F Um } -
95.80%	0.00%	1	ba	{F Oh } [ I'm + I'm ] sure
95.80%	0.00%	1	b^m	A profit sharing plan
95.81%	0.00%	1	ba	{F Oh } I'm sure it is
95.81%	0.00%	1	ba	that would be wonderful
95.81%	0.00%	1	bf	<Laughter>  {C So } you don't have much choice there
95.81%	0.00%	1	bh	Are they really?
95.81%	0.00%	1	b^m	Substitute teacher
95.82%	0.00%	1	bh	{F Oh } does it?
95.82%	0.00%	1	b	Okay   Yeah
95.82%	0.00%	1	b	Oh goodness
95.82%	0.00%	1	b	{F Oh } I see <throat_clearing>
95.82%	0.00%	1	bf	The cat was here first
95.83%	0.00%	1	ba	{F Oh } my word Lynn
95.83%	0.00%	1	br	Traction?
95.83%	0.00%	1	b	yes <talking> <<as if a scared child>>
95.83%	0.00%	1	bf	(( All ))  part of a good old boy network
95.83%	0.00%	1	b^m	North African?
95.84%	0.00%	1	ba	Unpredictable
95.84%	0.00%	1	b	Huh <<very faintly>>
95.84%	0.00%	1	ba	That's probably very true
95.84%	0.00%	1	bf	the blue flu  or the white collar flu depending on where you work I guess
95.85%	0.00%	1	b^m	Five and two
95.85%	0.00%	1	bf	{C And } just to save you trips to and from
95.85%	0.00%	1	b^m	They did
95.85%	0.00%	1	b^m	It's just very different
95.85%	0.00%	1	bf	{F Oh } these -
95.86%	0.00%	1	ba	{F Oh
95.86%	0.00%	1	bk	{F Oh } <thumping> okay
95.86%	0.00%	1	ba	Goodness I'm surprised
95.86%	0.00%	1	b^m	You own the company
95.86%	0.00%	1	ba	((   ))  that's true
95.87%	0.00%	1	ba	{F Oh } {D now } that was fabulous
95.87%	0.00%	1	b	{F Ooh }
95.87%	0.00%	1	b^m	Video lectures
95.87%	0.00%	1	b^m	Pinks and greens
95.87%	0.00%	1	bf	you say  other things than sports though
95.88%	0.00%	1	b	{D So } {F uh } yeah
95.88%	0.00%	1	b	Okay  </noise>
95.88%	0.00%	1	ba	{F Oh } that is not a problem anyway
95.88%	0.00%	1	bf	{F Oh } [ that was
95.89%	0.00%	1	bf	{C So } it's going to have kind of a country look
95.89%	0.00%	1	b	Uh-huh <swallowing>
95.89%	0.00%	1	ba	{D Well } that sounds kind of dumb
95.89%	0.00%	1	ba	That wouldn't be too bad
95.89%	0.00%	1	bf	Cooking chocolate
95.90%	0.00%	1	bh	how about that
95.90%	0.00%	1	b^m	-- uh-huh
95.90%	0.00%	1	bh	What time should we be there?  <laughter>
95.90%	0.00%	1	bf	{D you know }  You stay [ within your + {F uh } -
95.90%	0.00%	1	b	<Breathing>
95.91%	0.00%	1	b	Surely
95.91%	0.00%	1	bf	[  What + what ] you use [ and + and ] -
95.91%	0.00%	1	b^m	Linda
95.91%	0.00%	1	ba	{D Well } that's the way to do it though
95.91%	0.00%	1	bf	{F Oh } [ the + the ] Mexican coast
95.92%	0.00%	1	ba	Those are beautiful
95.92%	0.00%	1	bh	{F Oh } [ is that + <laughter> is that ] right?  <Laughter>
95.92%	0.00%	1	b^m	stick shift
95.92%	0.00%	1	ba	{F Um }  Sounds good
95.93%	0.00%	1	b	Yeah  {F huh }
95.93%	0.00%	1	b	Um <throat_clearing>
95.93%	0.00%	1	ba	It's a good experience
95.93%	0.00%	1	bf	It's been a while since they've {F uh }  gone through the Barbie stuff   ((   ))
95.93%	0.00%	1	ba	That's a good point <noise> <laughter>
95.94%	0.00%	1	bf	{D like }  sounds like you got your master's before here
95.94%	0.00%	1	b	{F Um } -kay -
95.94%	0.00%	1	ba	I can't imagine that
95.94%	0.00%	1	b^m	{F Oh } Haiti
95.94%	0.00%	1	b	<<Faint>>  (( {F Oh } yeah ))
95.95%	0.00%	1	bf	The technology
95.95%	0.00%	1	bk	Okay John
95.95%	0.00%	1	b	<talking> Yeah
95.95%	0.00%	1	bf	{F Oh } {C so } they don't go to school
95.95%	0.00%	1	ba	Yuck!  <Laughter>
95.96%	0.00%	1	bh	{C but } what about the rights of {D you know } the rest of society
95.96%	0.00%	1	bf	Melted  or Just wet
95.96%	0.00%	1	b	{F Oh } Lord
95.96%	0.00%	1	b	{C But then } again yeah
95.97%	0.00%	1	ba	how  sad
95.97%	0.00%	1	bh	{F Oh } you do
95.97%	0.00%	1	ba	This is great
95.97%	0.00%	1	ba	{F Oh } gosh  --
95.97%	0.00%	1	b^m	That's why it keeps going up  {F uh? }
95.98%	0.00%	1	b^m	A hundred and sixty
95.98%	0.00%	1	b^m	Takes a long time
95.98%	0.00%	1	ba	That's real rough
95.98%	0.00%	1	ba	{F Oh } hey
95.98%	0.00%	1	b^m	Wednesday at seven thirty
95.99%	0.00%	1	ba	that's pretty good
95.99%	0.00%	1	b	Morocco
95.99%	0.00%	1	bf	{D Well } you stay up with it pretty well then
95.99%	0.00%	1	b	<Baby> Yeah
95.99%	0.00%	1	ba	{F Um } that's smart
96.00%	0.00%	1	b	Sure / *[[listen; is this a question?]
96.00%	0.00%	1	bd	{F Oh } that's a shame
96.00%	0.00%	1	ba	That was smart
96.00%	0.00%	1	bk	{F Um } okay
96.01%	0.00%	1	b	Security number
96.01%	0.00%	1	bf	getting a lot of breaks -
96.01%	0.00%	1	b	{C But }  {F uh }  yeah
96.01%	0.00%	1	bf	No
96.01%	0.00%	1	bf	{C So } you won't get  -
96.02%	0.00%	1	bh	Do you really
96.02%	0.00%	1	ba	I imagine it is
96.02%	0.00%	1	ba	(( it can ))
96.02%	0.00%	1	b^m	The air bags
96.02%	0.00%	1	br	Pittsburgh?
96.03%	0.00%	1	ba	I can see where that would definitely hinder the problem
96.03%	0.00%	1	ba	that's interesti-
96.03%	0.00%	1	ba	{F Uh } gee
96.03%	0.00%	1	br	You have five?
96.03%	0.00%	1	b	substantially {D you know }
96.04%	0.00%	1	ba	I'm sure it was
96.04%	0.00%	1	b^m	Amenities
96.04%	0.00%	1	b	Did -
96.04%	0.00%	1	bk	{F Oh } okay <<faint>>
96.05%	0.00%	1	ba	That would be  nice
96.05%	0.00%	1	bf	The mountains
96.05%	0.00%	1	ba	It's pretty neat
96.05%	0.00%	1	ba	You're kidding!
96.05%	0.00%	1	bf	{D Well } not that much though
96.06%	0.00%	1	ba	that's a thought
96.06%	0.00%	1	ba	that's usually pretty good
96.06%	0.00%	1	b	Uh-huh </breathing> </T V>
96.06%	0.00%	1	b	<Lipsmack>  Oh
96.06%	0.00%	1	ba	{F Oh } [ that + that's ] a remarkable number
96.07%	0.00%	1	ba	{D Well
96.07%	0.00%	1	b	Oh uh-huh
96.07%	0.00%	1	ba	That's really awful
96.07%	0.00%	1	ba	That's hard
96.07%	0.00%	1	ba	{F Oh }  that's neat
96.08%	0.00%	1	b^m	Brand new   ((   ))
96.08%	0.00%	1	bf	you had them for each of the individual stores
96.08%	0.00%	1	b	right uh-huh
96.08%	0.00%	1	b	Right  {F Uh }
96.09%	0.00%	1	bk	{F Oh } I see </TV>
96.09%	0.00%	1	ba	{F Oh } wo- -
96.09%	0.00%	1	ba	What a nightmare <laughter>
96.09%	0.00%	1	b^m	At least
96.09%	0.00%	1	bf	<child_talking> To operate yeah
96.10%	0.00%	1	ba	{F Oh } that's pretty good size
96.10%	0.00%	1	bd	Right
96.10%	0.00%	1	b^m	Internal
96.10%	0.00%	1	ba	That's encouraging
96.10%	0.00%	1	ba	Golly [ that's +  that's ] bad
96.11%	0.00%	1	bf	You really rough it then
96.11%	0.00%	1	b	Uh-huh  {F um }  <<pause>>
96.11%	0.00%	1	ba	{F Oh } I can't  believe that
96.11%	0.00%	1	bf	{C And } {D see } they do that as their job Whereas
96.11%	0.00%	1	ba	{F Um } boy
96.12%	0.00%	1	b^m	Watching
96.12%	0.00%	1	b	Right </TV>
96.12%	0.00%	1	bf	{F Oh } that one
96.12%	0.00%	1	ba	That's exactly right
96.13%	0.00%	1	bh	{F Oh } do you really
96.13%	0.00%	1	b	<Barking>  Uh-huh
96.13%	0.00%	1	bf	{C so } all the money comes from home
96.13%	0.00%	1	bf	{C So } you've had fish for a long time
96.13%	0.00%	1	ba	[ That +
96.14%	0.00%	1	bf	{C and } she devotes
96.14%	0.00%	1	ba	That is amazing
96.14%	0.00%	1	bf	in other words
96.14%	0.00%	1	ba	naturally
96.14%	0.00%	1	bf	They've not really given it attention either
96.15%	0.00%	1	br	What was that?
96.15%	0.00%	1	br	{F Oh } {F oh } excuse me?
96.15%	0.00%	1	b	<Breathing>  Yep
96.15%	0.00%	1	bf	{C And } the drugs let them come back
96.15%	0.00%	1	b	already
96.16%	0.00%	1	b^m	Houston
96.16%	0.00%	1	b	Really --
96.16%	0.00%	1	b	(( yeah
96.16%	0.00%	1	b^m	Seventy
96.17%	0.00%	1	ba	{F Oh } that's weird
96.17%	0.00%	1	ba	{F Oh } that's terrific
96.17%	0.00%	1	bh	it doesn't
96.17%	0.00%	1	b	(( No ))
96.17%	0.00%	1	bf	Sweating to the oldies <laughter>
96.18%	0.00%	1	bf	Or how far he's going to hit it I think {D you know }
96.18%	0.00%	1	bh	{E I mean } what basis {D you know } of comparison do we have really?
96.18%	0.00%	1	ba	{F OH } yeah
96.18%	0.00%	1	ba	That's exactly it
96.18%	0.00%	1	b^m	Two ninety-eight a pound
96.19%	0.00%	1	ba	<Laughter>  (( He used a classic illusion ))
96.19%	0.00%	1	bf	Three hours difference
96.19%	0.00%	1	ba	{F Oh } my Gosh
96.19%	0.00%	1	ba	{D Wow } that's interesting
96.19%	0.00%	1	br	How do I feel what?
96.20%	0.00%	1	ba	Sure enough
96.20%	0.00%	1	bf	Watch where it's going
96.20%	0.00%	1	ba	{F Oh } {D man } I imagine
96.20%	0.00%	1	b^m	One rotten cat <laughter>
96.21%	0.00%	1	br	Get
96.21%	0.00%	1	ba	That's something
96.21%	0.00%	1	ba	tell me <laughter>  ((   ))
96.21%	0.00%	1	b^m	Rutherford
96.21%	0.00%	1	bf	{D So } you're at the house you're not at the plant
96.22%	0.00%	1	b^m	Three and a two year old
96.22%	0.00%	1	b	Yeah  {F Uh
96.22%	0.00%	1	bk	You live in U-
96.22%	0.00%	1	ba	I am glad
96.22%	0.00%	1	ba	{F Oh } it sounds fantastic
96.23%	0.00%	1	b	{F Uh } {D you know } -
96.23%	0.00%	1	br	You're supposed to what
96.23%	0.00%	1	bf	because you do smoke one a day
96.23%	0.00%	1	ba	{D Golly } that's great
96.23%	0.00%	1	bd	That's okay  <laughter>
96.24%	0.00%	1	br	Um?
96.24%	0.00%	1	bf	Clarence Thomas   or -
96.24%	0.00%	1	bf	You mean {D like } from the coal
96.24%	0.00%	1	b	<Laughter> {F Oh } really
96.25%	0.00%	1	ba	That would be neat <breathing>
96.25%	0.00%	1	bk	That's right
96.25%	0.00%	1	br	Do I vote?
96.25%	0.00%	1	b	(( {F Oh } really ))
96.25%	0.00%	1	ba	{F Oh } there's no doubt about it
96.26%	0.00%	1	br	<Noise> I'm sorry?
96.26%	0.00%	1	bf	Go over there and rebuild all those
96.26%	0.00%	1	ba	It just really grabs your attention
96.26%	0.00%	1	ba	<Laughter> {F Oh } that's okay
96.26%	0.00%	1	bk	{F Oh } from Texas
96.27%	0.00%	1	b	I guess
96.27%	0.00%	1	ba	{F Oh } it's [ be- + unbelievable  ]
96.27%	0.00%	1	b	<Baby_talking> Huh
96.27%	0.00%	1	b	<Baby_crying> Yeah
96.27%	0.00%	1	ba	<Laughter>   {F Oh } shoot
96.28%	0.00%	1	ba	{F Oh } that's kind of neat
96.28%	0.00%	1	ba	I guess so
96.28%	0.00%	1	bh	Uh-huh?
96.28%	0.00%	1	ba	Yeah!
96.29%	0.00%	1	ba	{F Oh } bless her heart
96.29%	0.00%	1	ba	incredible <laughter>
96.29%	0.00%	1	ba	that's for sure  {F Um }
96.29%	0.00%	1	b^m	Garland
96.29%	0.00%	1	bf	something that it doesn't matter if it gets spit up on too <laughter>
96.30%	0.00%	1	ba	It must have been tough
96.30%	0.00%	1	ba	{D Well } [ that's + {D you know } that's ]  an idea
96.30%	0.00%	1	b	{F oh }  yeah
96.30%	0.00%	1	bf	{C and } that was it
96.30%	0.00%	1	bf	that's quite a ways
96.31%	0.00%	1	ba	[ That's +  that's ] right
96.31%	0.00%	1	b^m	Eighty
96.31%	0.00%	1	ba	that's really nice
96.31%	0.00%	1	ba	{F Oh } {D God } I've -
96.31%	0.00%	1	b	[ {C and }
96.32%	0.00%	1	b^m	grumpy to begin with
96.32%	0.00%	1	ba	{F Oh } {D well } that's not too bad
96.32%	0.00%	1	b^m	Okay  {F um }
96.32%	0.00%	1	b	<Laughter>  {D Well } yeah
96.33%	0.00%	1	b	{F Oh } I see <laughter>
96.33%	0.00%	1	ba	{C but } that is true
96.33%	0.00%	1	bf	He didn't see his
96.33%	0.00%	1	b^m	You think that's great
96.33%	0.00%	1	ba	(( {F Oh } no ))
96.34%	0.00%	1	ba	{F Uh } wow  ((   ))
96.34%	0.00%	1	ba	Golly!
96.34%	0.00%	1	bk	{F Oh } [ I see + I see ] what you're saying
96.34%	0.00%	1	ba	{C but } gee
96.34%	0.00%	1	bh	Don't you?
96.35%	0.00%	1	b	Y- yeah
96.35%	0.00%	1	bd	just sometimes
96.35%	0.00%	1	bf	With just graphics [ on + on ] a  -
96.35%	0.00%	1	b^m	Gumbo
96.35%	0.00%	1	b^m	C B S
96.36%	0.00%	1	bf	Eight point five
96.36%	0.00%	1	bd	{D Well } no
96.36%	0.00%	1	bf	Go hide from them
96.36%	0.00%	1	ba	{F Oh }  (( yuck ))  <laughter>
96.37%	0.00%	1	b	{F Oh } {D well }   <laughter>
96.37%	0.00%	1	ba	Gorgeous
96.37%	0.00%	1	bf	{F Uh } they wish only for the paycheck
96.37%	0.00%	1	ba	<Laughter> Good point
96.37%	0.00%	1	ba	{D Well } {F uh } that's great
96.38%	0.00%	1	ba	that's good stuff
96.38%	0.00%	1	b^m	Highlands <laughter>
96.38%	0.00%	1	ba	Oh see there
96.38%	0.00%	1	bf	just something I have to do everyday
96.38%	0.00%	1	ba	<Throat_clearing>  That sounds fun
96.39%	0.00%	1	br	You mean  the {F uh } the employers?
96.39%	0.00%	1	b	-- {C but } {F um } yeah
96.39%	0.00%	1	b	{F Huh } <<very faint>>  Uh-huh
96.39%	0.00%	1	ba	<Laughter> {F Uh } {F oh } jeez
96.40%	0.00%	1	ba	<Laughter> That is great
96.40%	0.00%	1	b	{C but } {F um } no
96.40%	0.00%	1	br	Lake what?
96.40%	0.00%	1	bf	{C Or } it just builds up so often
96.40%	0.00%	1	ba	<Laughter> That's pretty tough <laughter>
96.41%	0.00%	1	bf	{C So } communications {F huh }
96.41%	0.00%	1	ba	{F Oh } {F oh } that's great
96.41%	0.00%	1	bh	Did it really?
96.41%	0.00%	1	ba	How strange
96.41%	0.00%	1	bf	you don't know if their complaints are legitimate
96.42%	0.00%	1	br	You must be what?
96.42%	0.00%	1	b	<Lipsmack> Okay
96.42%	0.00%	1	ba	(( Amen ))
96.42%	0.00%	1	b^m	{F Uh } <breathing> my first comments on the budget -
96.42%	0.00%	1	bf	fluid resistance
96.43%	0.00%	1	b^m	{F Oh } liberal
96.43%	0.00%	1	ba	[ I imagine + I imagine ]
96.43%	0.00%	1	bf	it turned out to be {F uh } {F uh } an invitation
96.43%	0.00%	1	b	(( Right ))  <<faint>>
96.44%	0.00%	1	bf	{C because } [ they + <throat_clearing> they ] have a specific reason to do so  because they themselves benefit from doing a better job
96.44%	0.00%	1	b	Right uh-huh
96.44%	0.00%	1	bf	All allocated out   <laughter>
96.44%	0.00%	1	bf	you don't work for Texas Instruments
96.44%	0.00%	1	b	Right <TV>
96.45%	0.00%	1	ba	[ That + that ] makes  (( logic ))
96.45%	0.00%	1	ba	That's really cute
96.45%	0.00%	1	bf	just hoping maybe he could pull <laughter> -
96.45%	0.00%	1	bh	He's one of the two {F huh }
96.45%	0.00%	1	bk	{F Oh } are you -
96.46%	0.00%	1	b^m	For Southwest
96.46%	0.00%	1	br	You what?
96.46%	0.00%	1	br	What for -
96.46%	0.00%	1	ba	{F Ooh } -
96.46%	0.00%	1	b^m	Angie
96.47%	0.00%	1	b^m	At Pennsylvania
96.47%	0.00%	1	bf	you have your career and your home life
96.47%	0.00%	1	ba	That was pretty  pitiful
96.47%	0.00%	1	ba	{D Well } that's nice <laughter>
96.48%	0.00%	1	ba	[ I'm + I'm ] sure
96.48%	0.00%	1	ba	Hey {F oh }
96.48%	0.00%	1	bf	it seems that something goes every month
96.48%	0.00%	1	bf	Isometrics stuff like that
96.48%	0.00%	1	br	Tahiti?
96.49%	0.00%	1	ba	{F Oh } I know <laughter>
96.49%	0.00%	1	ba	{C and } that's really sad
96.49%	0.00%	1	ba	that'd work for me
96.49%	0.00%	1	ba	Probably so
96.49%	0.00%	1	b^m	{D Well }  the dark horses  -
96.50%	0.00%	1	ba	I can see that
96.50%	0.00%	1	ba	{F Uh } gosh
96.50%	0.00%	1	bf	Crazy
96.50%	0.00%	1	b	<<pause>> <laughter> Yeah
96.50%	0.00%	1	b^m	Older <laughter>
96.51%	0.00%	1	ba	{E I mean } {D well } {F uh } good luck to you
96.51%	0.00%	1	ba	{F Oh } that's super
96.51%	0.00%	1	ba	{F Oh } it's terrible
96.51%	0.00%	1	b^m	Backpacking
96.52%	0.00%	1	b^m	In Richardson
96.52%	0.00%	1	b^m	Stay
96.52%	0.00%	1	b^m	<Laughter> {C But } yeah
96.52%	0.00%	1	ba	Wow really recent
96.52%	0.00%	1	ba	{D Well } I think that's {F uh } easy entertainment for a
96.53%	0.00%	1	b	Okay <noise>
96.53%	0.00%	1	bh	A switcheroo {F huh? }
96.53%	0.00%	1	b	<inhaling> Yeah
96.53%	0.00%	1	br	You mean in a one bedroom?
96.53%	0.00%	1	ba	That's so awful
96.54%	0.00%	1	bf	About {F uh } private citizens selling a weapons?
96.54%	0.00%	1	ba	{F Oh } gol
96.54%	0.00%	1	b^m	Housekeeper uh-huh
96.54%	0.00%	1	br	Service charge you mean?
96.54%	0.00%	1	bf	Only work initially
96.55%	0.00%	1	bf	to go ahead and let them go
96.55%	0.00%	1	ba	-- I do not blame you <laughter>
96.55%	0.00%	1	b	Uh-huh [child_talking] <rattling>
96.55%	0.00%	1	b^m	Thirty-one
96.56%	0.00%	1	ba	{F oh } boy
96.56%	0.00%	1	bk	{F Oh }  H- -
96.56%	0.00%	1	b	{D Well } {F uh } yeah --
96.56%	0.00%	1	ba	Super
96.56%	0.00%	1	b	And watch
96.57%	0.00%	1	ba	{F Oh } that's  good
96.57%	0.00%	1	bf	Just get grass to grow
96.57%	0.00%	1	b	{F Huh }  Prime Air
96.57%	0.00%	1	b	<Noise>  Right
96.57%	0.00%	1	b	{D Well } yeah --
96.58%	0.00%	1	br	[ What +  what's ] my motivation?
96.58%	0.00%	1	bf	Have a lawyer background
96.58%	0.00%	1	bk	{F Oh } there you go okay
96.58%	0.00%	1	br	{F Oh } a what?
96.58%	0.00%	1	ba	{F Oh } they're great aren't they
96.59%	0.00%	1	b^m	Those deaths
96.59%	0.00%	1	ba	{F ugh } that is horrible
96.59%	0.00%	1	ba	Shoot
96.59%	0.00%	1	bf	Not the deans and things like that
96.60%	0.00%	1	bf	{E I mean } you figure there's got to be more to life than sitting here playing with this child
96.60%	0.00%	1	b	(( Yeah ))   ((   ))
96.60%	0.00%	1	bf	{F Oh } {F oh } where people [ just + just ] call you
96.60%	0.00%	1	br	Horses?
96.60%	0.00%	1	b	{F Huh } yes
96.61%	0.00%	1	ba	Sounds interesting uh-huh
96.61%	0.00%	1	b	{F Oh } <laughter> Yeah
96.61%	0.00%	1	bf	I realize that you indicated you wanted to check out as much as you can about it --
96.61%	0.00%	1	bh	{F Oh } does she really?
96.61%	0.00%	1	bf	{F Oh } {C so } the deal was that he had {F uh } borrowed money from the bank to buy it
96.62%	0.00%	1	bf	Two babies
96.62%	0.00%	1	bf	To maintain a prison inma-
96.62%	0.00%	1	bf	So we're really voting for the best makeup person and the best handlers
96.62%	0.00%	1	ba	{D Well } that's something
96.62%	0.00%	1	bf	you have to concentrate on it it seems
96.63%	0.00%	1	ba	I got you
96.63%	0.00%	1	bf	Type of thing
96.63%	0.00%	1	ba	Good night
96.63%	0.00%	1	ba	I'll bet it is
96.64%	0.00%	1	b^m	free ice cream
96.64%	0.00%	1	b	right --
96.64%	0.00%	1	b	Right  <laughter>
96.64%	0.00%	1	ba	That's odd
96.64%	0.00%	1	b	{F Oh } rea-  -
96.65%	0.00%	1	ba	That would be lovely
96.65%	0.00%	1	ba	That's frightening too
96.65%	0.00%	1	b	Uh-huh  <Noise>
96.65%	0.00%	1	b^m	They didn't give him
96.65%	0.00%	1	ba	{C But } golly!
96.66%	0.00%	1	bf	Native Vietnamese people
96.66%	0.00%	1	br	[ Buy a +  [ wha-  ar- you +
96.66%	0.00%	1	ba	{F Oh } that sounds wonderful
96.66%	0.00%	1	b^m	To
96.66%	0.00%	1	ba	{F Um } interesting
96.67%	0.00%	1	ba	{F Oh } terrible
96.67%	0.00%	1	b^m	A government
96.67%	0.00%	1	b^m	One parent
96.67%	0.00%	1	b^m	The most expensive
96.68%	0.00%	1	ba	<Laughter>  Wow!
96.68%	0.00%	1	ba	{F Oh }   (( wow ))
96.68%	0.00%	1	b^m	Garland Texas
96.68%	0.00%	1	b^m	Do the most good
96.68%	0.00%	1	b	Right </noise>
96.69%	0.00%	1	ba	{F Oh } good heavens <laughter>
96.69%	0.00%	1	b	See
96.69%	0.00%	1	b	Sure {F uh } -
96.69%	0.00%	1	b	-- otherwise you're just {D you know } -
96.69%	0.00%	1	b	yeah  <laughter>
96.70%	0.00%	1	ba	[ [ I can +  I can ] + I can ] believe that
96.70%	0.00%	1	bf	When the car insurance is due and  you call the credit union and tell them {D well } send me some money  <laughter>  -
96.70%	0.00%	1	b	{F Ah }
96.70%	0.00%	1	bf	Some of them disagree
96.70%	0.00%	1	ba	gee
96.71%	0.00%	1	ba	[ Tha- + that's  ] right
96.71%	0.00%	1	b	Some place else
96.71%	0.00%	1	ba	that makes a lot of sense
96.71%	0.00%	1	ba	-- gosh
96.72%	0.00%	1	ba	That's real real good
96.72%	0.00%	1	bh	Were they?
96.72%	0.00%	1	b	{F Uh } huh
96.72%	0.00%	1	bf	Don't go through the whole nine yards
96.72%	0.00%	1	ba	{F Oh } my that's ambitious
96.73%	0.00%	1	ba	-- {F oh } sure
96.73%	0.00%	1	ba	That's {F uh } some pretty good ideas
96.73%	0.00%	1	b^m	Ferraro
96.73%	0.00%	1	bh	You know what I mean?
96.73%	0.00%	1	b^m	Five bedrooms
96.74%	0.00%	1	ba	{C and } that's hard
96.74%	0.00%	1	bf	{C So } it's not a very valid topic
96.74%	0.00%	1	bf	The lower cholesterol foods and stuff  <noise>
96.74%	0.00%	1	ba	(( God ))  I'm envious <laughter>
96.74%	0.00%	1	bk	Okay <noise>
96.75%	0.00%	1	bf	That'd probably be pretty interesting
96.75%	0.00%	1	b	This is just their aluminum cans
96.75%	0.00%	1	ba	Oh bless your heart
96.75%	0.00%	1	ba	that's just great
96.76%	0.00%	1	b	{F Oh } you didn't
96.76%	0.00%	1	b^m	What advice
96.76%	0.00%	1	b	((Right)) <<faint>>
96.76%	0.00%	1	b	Yeah  {F Um }
96.76%	0.00%	1	ba	[ That's in-
96.77%	0.00%	1	bf	{C so } {D like } as you're  sewing the seam it's finishing off the inside edge
96.77%	0.00%	1	b^m	Kilgore
96.77%	0.00%	1	ba	<Breathing> Thank you <laughter>
96.77%	0.00%	1	ba	{F Oh } how awful <laughter>
96.77%	0.00%	1	b	All righty
96.78%	0.00%	1	bf	{D So } that's really not roughing it so much
96.78%	0.00%	1	ba	[ {C and } I + {C and } I ] understand that
96.78%	0.00%	1	bf	{F Oh } something
96.78%	0.00%	1	ba	{F Oh } okay
96.78%	0.00%	1	b	<Sniffing>  Uh-huh
96.79%	0.00%	1	ba	That is a gorgeous gorgeous place
96.79%	0.00%	1	ba	<Laughter>   That's good
96.79%	0.00%	1	bh	{C But } isn't that interesting?
96.79%	0.00%	1	ba	That's the problem
96.80%	0.00%	1	bf	I don't a better word to say than like asleep or in a coma
96.80%	0.00%	1	b^m	Weather-wise
96.80%	0.00%	1	b^m	Clothes
96.80%	0.00%	1	ba	I bet she does
96.80%	0.00%	1	ba	You're kidding?
96.81%	0.00%	1	b	<Inhaling>  Yeah
96.81%	0.00%	1	bf	{C and } that would be it
96.81%	0.00%	1	b	Central
96.81%	0.00%	1	b^m	tap
96.81%	0.00%	1	bf	That's when you know
96.82%	0.00%	1	ba	{D Well } {D you know } [ that's + that's ] fine
96.82%	0.00%	1	bh	Was it
96.82%	0.00%	1	bf	[ {C and } + {C and } ]   consequently they're not so motivated to get involved and make sure things happen the way they'd  like to see them happen?
96.82%	0.00%	1	ba	Well good <laughter>
96.82%	0.00%	1	b	Right </T V>
96.83%	0.00%	1	ba	you probably will for a while  because it's going to be real tender
96.83%	0.00%	1	ba	{F Oh } how nice <laughter>
96.83%	0.00%	1	bk	Pennsylvania
96.83%	0.00%	1	b	(( Hit ))  the bags
96.84%	0.00%	1	ba	that's kind of bad
96.84%	0.00%	1	b	{F Oh } yea-
96.84%	0.00%	1	b^m	[ Of co- + of course ]
96.84%	0.00%	1	ba	sounds good
96.84%	0.00%	1	b	Oh oh yeah
96.85%	0.00%	1	bf	<Laughter> It had to be you
96.85%	0.00%	1	b	Ye-  -
96.85%	0.00%	1	bh	Is there anything missing?
96.85%	0.00%	1	bf	{C And } [ that is + it's ] million of people with anywhere from thousands to tens of thousands I guess [ of
96.85%	0.00%	1	bd	{C And } that's normal
96.86%	0.00%	1	bk	{F Oh } <baby_talking>
96.86%	0.00%	1	b^m	In Germany
96.86%	0.00%	1	bh	do you ski?
96.86%	0.00%	1	ba	[ that's + that's ] neat
96.86%	0.00%	1	bf	They just go across the boat [ and get a + ]   and tie it up and go in huh
96.87%	0.00%	1	ba	{F Oh } God {F oh } <laughter>
96.87%	0.00%	1	bf	You and your dog {F huh } <laughter>
96.87%	0.00%	1	b^m	{F Oh } [ isn't + isn't ] -
96.87%	0.00%	1	ba	that could work
